experimento	fecha	lambda_l1	lambda_l2	min_gain_to_split	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	max_depth	max_bin	seed	extra_trees	drop_rate	max_drop	skip_drop	metric	first_metric_only	objective	boost_from_average	force_row_wise	feature_pre_filter	boosting	num_threads	verbosity	verbose	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	num_iterations	prob_corte	estimulos	ganancia	iteracion_bayesiana
HT9310_semilla_ok	20220616 224056	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.14680800572901	0.865958362022298	200	1860	42	0.150154312785053	9420	15900000	102
HT9310_semilla_ok	20220616 224131	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.025516095352089	0.67403223798289	856	5483	506	0.12182649693506	11512	16328000	103
HT9310_semilla_ok	20220616 224148	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.256368232908649	0.936169395356765	692	1901	72	0.0954157167645767	11676	15564000	104
HT9310_semilla_ok	20220616 224204	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.239209898851328	0.211236353384797	82	3779	95	0.138140963493542	9456	16344000	105
HT9310_semilla_ok	20220616 224228	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.230639626231827	0.429004823934217	831	5094	112	0.125987850454227	10830	15090000	106
HT9310_semilla_ok	20220616 224250	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.140834141766038	0.191001194075355	415	6634	281	0.085166442610487	13596	15684000	107
HT9310_semilla_ok	20220616 224303	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.290668937603999	0.651666032952629	22	3724	37	0.101990328652554	12170	15670000	108
HT9310_semilla_ok	20220616 224324	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.182757958826823	0.96967455263976	145	1619	48	0.101730613651823	11456	16264000	109
HT9310_semilla_ok	20220616 224340	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.170436034399159	0.957099772378663	922	1882	47	0.101128256652011	12074	15286000	110
HT9310_semilla_ok	20220616 224354	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.221608928865818	0.141475633657142	264	6276	77	0.118684575806226	11920	15920000	111
HT9310_semilla_ok	20220616 224418	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.142407088944977	0.400730396701023	411	5108	224	0.128786103345364	10378	16262000	112
HT9310_semilla_ok	20220616 224446	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0823275637664832	0.74887366734657	142	6571	453	0.10255663482436	11932	15788000	113
HT9310_semilla_ok	20220616 224500	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.279971554740565	0.18984167803973	200	2423	45	0.108850910873595	11314	15446000	114
HT9310_semilla_ok	20220616 224517	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.251596369850878	0.487265926728072	678	2353	51	0.115151506693048	10536	15144000	115
HT9310_semilla_ok	20220616 224530	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.295695357299931	0.860044062109757	222	5812	51	0.115775035019045	11362	15998000	116
